Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
440461,9000000000;4473656,8900000000;01-12-2004;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL;12;CargayDescarga;Línea;2;8;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7017231270;40.4114032460
439989,0600000000;4473430,0100000000;18-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;11;CargayDescarga;Línea;3;15;RESERVA COMPARTIDA ------------------------------------------ LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER -------------------------------------------------------------------- DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7072742280;40.4093251860
439988,7100000000;4473388,2400000000;18-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;15;CargayDescarga;Línea;2;12,5;RESERVA COMPARTIDA LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOSRESTO HORARIO REGULACION SER DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7072744580;40.4089485230
439980,7900000000;4473448,7300000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;7;CargayDescarga;Línea;3;16;RESERVA COMPARTIDA ------------------------------------------ LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER -------------------------------------------------------------------- DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073735220;40.4094932920
439979,0100000000;4473398,9200000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;4;CargayDescarga;Línea;3;15;RESERVA COMPARTIDA. ------------------------------------------ LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA MÁXIMO 30 MINUTOS RESTO DE HORARIO REGULACIÓN SER ---------------------------------------------------------------------- DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073896790;40.4090446080
439977,6200000000;4473309,9200000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;12;CargayDescarga;Línea;7;34;RESERVA COMPARTIDA LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SERDOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073977580;40.4082425250
439976,6000000000;4473284,5300000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;12;CargayDescarga;Línea;3;16;RESERVA  COMPARTIDA LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SERDOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7074073270;40.4080139150
439997,1000000000;4473145,7400000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;37;CargayDescarga;Batería;6;13,7;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7071526470;40.4067651530
439981,9100000000;4473147,8600000000;21-12-2020;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA;S/N;CargayDescarga;Línea;3;14;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA DOMINGOS Y FESTIVOS DE 0 A 16 H.;-3.7073319250;40.4067832010
440455,9100000000;4473545,2800000000;01-12-2004;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;7;CargayDescarga;Línea;2;8,77;LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7017832870;40.4103970750
440481,9300000000;4473549,6100000000;01-12-2004;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE;11;CargayDescarga;Línea;1;7,77;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7014770410;40.4104382140
440742,4000000000;4473396,7500000000;03-09-1996;01  CENTRO;01-02 EMBAJADORES;SAN COSME Y SAN DAMIAN, CALLE, DE;11;CargayDescarga;Línea;3;15,3;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6983930960;40.4090791580
440791,1000000000;4473588,6800000000;18-01-1995;01  CENTRO;01-02 EMBAJADORES;SAN EUGENIO, CALLE, DE;10;CargayDescarga;Línea;3;14,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6978371550;40.4108118390
439968,3800000000;4473664,1000000000;17-12-2019;01  CENTRO;01-02 EMBAJADORES;SAN MILLAN, CALLE, DE;2;CargayDescarga;Línea;4;23,2;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.7075401380;40.4114320660
440672,9500000000;4473688,2900000000;22-11-2012;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;12;CargayDescarga;Línea;5;26,9;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6992387820;40.4117009550
440793,2900000000;4473554,0800000000;22-11-2012;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;17;CargayDescarga;Línea;5;23;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6978079920;40.4105003800
440884,1200000000;4473483,2900000000;10-05-2013;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;41;CargayDescarga;Línea;3;15,24;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6967310030;40.4098696100
440741,8100000000;4473602,3100000000;08-05-2014;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE;28;CargayDescarga;Línea;3;16;LABORABLES DE 8 A 17 HORAS EXCEPTO CARGA Y DESCARGA;-3.6984191660;40.4109312440
440608,7600000000;4473217,9100000000;28-07-2015;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA;4;CargayDescarga;Línea;2;7,9;LABORABLES DE 8 A 14 H Y DE 16,30 A 19 HORAS EXCEPTO CYD;-3.6999513690;40.4074592910
440221,6100000000;4473784,8000000000;10-10-2018;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;S/N;CargayDescarga;Línea;6;35; LABORABLES LUNES A VIERNES DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTOHORARIO REGULACION SER;-3.7045670030;40.4125376460
440156,4900000000;4473765,5000000000;18-10-2019;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE;14;CargayDescarga;Batería;5;15;RESERVA COMPARTIDA LABORABLES DE 9 A 14 H. EXCEPTO CARGA Y DESCARGA MAXIMO 30 MINUTOS RESTO HORARIO REGULACION SER;-3.7053326460;40.4123592840
439712,1200000000;4473345,7300000000;20-11-2002;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;109;CargayDescarga;Línea;3;18,3;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA ;-3.7105299470;40.4085457340
439943,9800000000;4473734,4000000000;03-03-2010;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;47;CargayDescarga;Línea;4;19,1;LAB. DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7078342950;40.4120640390
439659,3700000000;4473246,0500000000;01-07-2010;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE;123;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H Y DE 16.30 A 19.00 EXCEPTO CARGA Y DESCARGA ;-3.7111422090;40.4076438980
440303,6900000000;4473212,4700000000;15-03-2017;01  CENTRO;01-02 EMBAJADORES;TRIBULETE, CALLE, DEL;20;CargayDescarga;Línea;2;16;EXCEPTO CARGA Y DESCARGA;-3.7035459350;40.4073881300
440550,2300000000;4473264,6700000000;01-12-2004;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;10;CargayDescarga;Línea;3;15;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H.EXCEPTOCARGA Y DESCARGA;-3.7006454510;40.4078757170
440593,1400000000;4473195,3200000000;11-03-1999;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;9;CargayDescarga;Línea;2;10;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7001332260;40.4072539430
440539,6400000000;4473287,2200000000;01-07-2010;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;4;CargayDescarga;Línea;2;11,9;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7007723610;40.4080783150
440530,6200000000;4473307,6100000000;01-07-2010;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;2;CargayDescarga;Línea;4;21,6;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA EN LINEA;-3.7008805350;40.4082611460
440572,0100000000;4473222,2000000000;27-05-2015;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;14;CargayDescarga;Línea;1;14,84;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7003847550;40.4074951590
440596,5300000000;4473187,6200000000;15-06-2015;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;11;CargayDescarga;Línea;1;6;DE 8 A 22 H. EXCEPTO CARGA Y DESCARGA SUBIDA DE VIAJEROS TIEMPO MÁXIMO 30 MINUTOS;-3.7000925460;40.4071849020
440564,4300000000;4473258,2300000000;05-07-2019;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE;3;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7004774590;40.4078192240
440575,4300000000;4473029,7100000000;03-07-2019;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE;4;CargayDescarga;Línea;3;16;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7003264850;40.4057608730
440732,2200000000;4473770,7500000000;14-12-2005;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL;14;CargayDescarga;Línea;3;15,1;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6985478520;40.4124482640
440618,7300000000;4474271,7000000000;28-07-2015;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE;4;CargayDescarga;Línea;3;16,9;LABORABLES DE 9 A 17H. EXCEPTO CARGA Y DESCARGA ;-3.6999321750;40.4169522850
440698,3100000000;4473756,9700000000;11-12-2006;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;69;CargayDescarga;Línea;7;33;EXCEPTO CARGA Y DESCARGA TEATRO Y UNIDAD MOVIL TVE;-3.6989463440;40.4123211250
441188,3600000000;4473457,9000000000;02-07-2019;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;125;CargayDescarga;Línea;2;12,1;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6931430840;40.4096619130
440948,2400000000;4473591,6000000000;02-07-2019;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;99;CargayDescarga;Línea;4;24,62;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6959853560;40.4108494250
440759,4600000000;4473717,9200000000;02-07-2019;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE;77;CargayDescarga;Línea;2;12,9;LABORABLES DE 8 A 14 H Y DE 16.30 A 19 HORAS EXCEPTO CARGA Y DESCARGA;-3.6982218960;40.4119742560
440740,0900000000;4474496,8000000000;23-05-2003;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL;19;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6985228710;40.4189893790
440785,4500000000;4473977,0100000000;11-12-2006;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;14;CargayDescarga;Línea;2;8;EXCEPTO CARGA Y DESCARGA DE 8 A 15 H.;-3.6979397720;40.4143094030
440750,3900000000;4473977,9400000000;11-12-2006;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;4;CargayDescarga;Línea;2;8;EXCEPTO CARGA Y DESCARGADE 8 A 15 H;-3.6983530460;40.4143155910
440858,4100000000;4473979,9600000000;11-12-2006;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE;15;CargayDescarga;Línea;2;8,8;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.6970801630;40.4143416600
440642,5100000000;4474542,7800000000;01-07-2010;01  CENTRO;01-03 CORTES;CLAVEL, CALLE, DEL;2;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6996772660;40.4193961220
440422,6400000000;4474067,3900000000;01-01-1900;01  CENTRO;01-03 CORTES;CRUZ, CALLE, DE LA;29;CargayDescarga;Batería;4;9,6;Laborables de 8 a 15h. Excepto Carga y Descarga;-3.7022242360;40.4150979070
440411,0100000000;4474041,3900000000;29-09-2005;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE;30;CargayDescarga;Línea;2;12,6;LABORABLES DE 8 A 18 HORAS EXCEPTO CARGA Y DESCARGA;-3.7023589380;40.4148630520
440486,1100000000;4473939,4900000000;21-07-2006;01  CENTRO;01-03 CORTES;HUERTAS, CALLE, DE LAS;Fte 2;CargayDescarga;Línea;4;20;LABORABLES DE 8 A 18 H.EXCEPTO CARGA Y DESCARGA;-3.7014642070;40.4139501580
440985,0400000000;4473885,0200000000;14-12-2018;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE;1;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 11 H. EXCEPTO CARGA Y DESCARGA;-3.6955788990;40.4134955160
440895,3500000000;4474270,0800000000;24-07-2017;01  CENTRO;01-03 CORTES;JOVELLANOS, CALLE, DE;7;CargayDescarga;Línea;4;18;LABORABLES DE 8 A 15 H.  EXCEPTO CARGA Y DESCARGA;-3.6966717020;40.4169581870
440722,1800000000;4473995,3500000000;13-03-2001;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;4;CargayDescarga;Línea;4;19,35;Laborables de 8 a 15 h. Excepto Carga y Descarga;-3.6986870810;40.4144704040
440676,8900000000;4473854,0700000000;16-04-2012;01  CENTRO;01-03 CORTES;LEON, CALLE, DEL;26;CargayDescarga;Línea;6;30,7;Laborables de 8 a 15 h. Excepto Carga y Descarga;-3.6992077850;40.4131944840
440780,6900000000;4473920,2500000000;03-05-2011;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;13;CargayDescarga;Línea;2;10;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6979905930;40.4137984960
440849,4100000000;4473912,6600000000;26-10-2009;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;23;CargayDescarga;Línea;3;17;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6971800870;40.4137351850
440931,9100000000;4473908,4400000000;01-01-1900;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE;35;CargayDescarga;Línea;2;13,04;LABORABLES DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.6962072050;40.4137027550
440826,2400000000;4474336,4500000000;14-04-2021;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE;16;CargayDescarga;Línea;2;10;LABORABLES Y FESTIVOS DE 8 A 23 H. EXCEPTO CARGA Y DESCARGA DEL TEATRO DE LA ZARZUELA;-3.6974924640;40.4175503960
440922,6900000000;4474426,7400000000;28-03-2019;01  CENTRO;01-03 CORTES;MARQUES DE CASA RIERA, CALLE, DEL;2;CargayDescarga;Línea;3;18;LABORABLES DE 7 A 14 H. Y DE 16 A 20 H. EXCEPTO CARGA Y DESCARGA CIRCULO BELLAS ARTES;-3.6963639660;40.4183709860
440941,1300000000;4473776,2800000000;16-01-2013;01  CENTRO;01-03 CORTES;MORATIN, CALLE, DE;33;CargayDescarga;Línea;2;10;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.6960862530;40.4125122640
440841,6000000000;4474084,8000000000;03-05-2011;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL;29;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.6972880900;40.4152845770
441106,4000000000;4473956,6800000000;16-07-2008;01  CENTRO;01-03 CORTES;PRADO, PASEO, DEL;14;CargayDescarga;Línea;7;36,3;LABORABLES DE 8 A 11 H.EXCEPTO CARGA Y DESCARGA;-3.6941552710;40.4141498910
440578,9700000000;4474161,9500000000;05-04-2021;01  CENTRO;01-03 CORTES;PRINCIPE, CALLE, DEL;10;CargayDescarga;Línea;5;15;LABORABLES DE 8 A 15 HORAS EXCEPTO CARGA Y DESCARGA;-3.7003905420;40.4159610110
440473,9600000000;4473907,2400000000;20-03-2019;01  CENTRO;01-03 CORTES;SAN SEBASTIAN, CALLE, DE;1;CargayDescarga;Línea;2;10;DE LUNES A VIERNES DE 8 A 20 H. EXCEPTO VEHÍCULOS AUTORIZADOS SERVICIO DE LIMPIEZA URBANA Y EQUIPAMIENTOS;-3.7016043530;40.4136593250
440644,1000000000;4474512,1200000000;30-09-2011;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;14;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6996556660;40.4191205300
440650,3900000000;4474474,0300000000;01-12-2004;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;10;CargayDescarga;Línea;5;25;LABORABLES DE 8 A 14 Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6995779730;40.4187773280
440658,8600000000;4474434,1900000000;28-07-2015;01  CENTRO;01-03 CORTES;VIRGEN DE LOS PELIGROS, CALLE, DE LA;4;CargayDescarga;Línea;3;18;Laborables 8 a 14 h. y 16,30 a 19 h. Excepto Carga y Descarga.;-3.6994743820;40.4184198020
441223,2600000000;4474876,3700000000;11-11-2015;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;28;CargayDescarga;Línea;1;8;DE LUNES A VIERNES DE 8 A 17 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6928628500;40.4224431690
441007,7800000000;4474884,4700000000;03-07-2002;01  CENTRO;01-04 JUSTICIA;ALMIRANTE, CALLE, DEL;2;CargayDescarga;Línea;3;16,6;LABORABLES DE 9 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.6954036320;40.4225006940
440591,8300000000;4475420,4000000000;01-01-1900;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;14;CargayDescarga;Línea;3;16,9;LABORABLES DE 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.7003566230;40.4272989860
440662,3400000000;4475425,4600000000;01-01-1900;01  CENTRO;01-04 JUSTICIA;APODACA, CALLE, DE;22;CargayDescarga;Línea;3;14,3;LABORABLES DE 9 A 20 HORAS EXCEPTO CARGA Y DESCARGA;-3.6995258910;40.4273491200
441057,4900000000;4475194,3400000000;03-10-1995;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;12;CargayDescarga;Línea;3;14,9;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6948463730;40.4252956390
441092,8100000000;4475269,8600000000;19-06-1998;01  CENTRO;01-04 JUSTICIA;ARGENSOLA, CALLE, DE;21;CargayDescarga;Línea;3;15,3;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6944369940;40.4259780320
440825,8700000000;4474839,5600000000;01-01-1900;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;24;CargayDescarga;Línea;5;25;LABORABLES DE 8 A 20 H EXCEPTO CARGA Y DESCARGA;-3.6975436860;40.4220826070
440791,8400000000;4474852,7800000000;26-07-2018;01  CENTRO;01-04 JUSTICIA;AUGUSTO FIGUEROA, CALLE, DE;22;CargayDescarga;Línea;2;14;LABORABLES DE 8 A 20 HORAS EXCEPTO CARGA Y DESCARGA;-3.6979459030;40.4221993760
441285,8200000000;4474982,6800000000;08-07-2019;01  CENTRO;01-04 JUSTICIA;BARBARA DE BRAGANZA, CALLE, DE;13;CargayDescarga;Línea;2;8;LABORABLES DE 8 A 14 H Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6921353080;40.4234046500
440600,6400000000;4475339,3200000000;09-07-2012;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;2 B;CargayDescarga;Línea;6;32,3;LABORABLES DE 08:30 A 13:30 EXCEPTO CARGA Y DESCARGA;-3.7002451250;40.4265689810
440674,2100000000;4475370,7200000000;27-06-2019;01  CENTRO;01-04 JUSTICIA;BARCELO, CALLE, DE;4;CargayDescarga;Línea;3;18,5;LABORABLES  8 A 17H. EXCEPTO CARGA Y DESCARGA;-3.6993808180;40.4268568920
440981,6100000000;4474717,3000000000;14-01-2010;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;11;CargayDescarga;Línea;2;10;De Lunes a Viernes de 9,30 a 14,30 h  y 15,30 a 18,30 h. Excepto Carga y Descarga;-3.6956965850;40.4209923830
440981,5700000000;4474769,3300000000;19-09-2018;01  CENTRO;01-04 JUSTICIA;BARQUILLO, CALLE, DEL;15;CargayDescarga;Línea;2;12;LABORABLES DE 8 A 12 H.Y 16 A 18 H. EXCEPTO CARGA Y DESCARGA;-3.6957018560;40.4214610050
440984,9800000000;4475098,6500000000;24-02-2010;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;22;CargayDescarga;Línea;2;12;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6956922880;40.4244280670
440862,8800000000;4475097,8600000000;24-02-2010;01  CENTRO;01-04 JUSTICIA;BELEN, CALLE, DE;1;CargayDescarga;Línea;2;11;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6971313860;40.4244124820
440913,9600000000;4475034,2300000000;17-12-2015;01  CENTRO;01-04 JUSTICIA;BELEN, TRAVESIA, DE;1;CargayDescarga;Línea;2;12,6;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6965233630;40.4238428480
441120,3200000000;4474960,6400000000;01-07-2010;01  CENTRO;01-04 JUSTICIA;CONDE DE XIQUENA, CALLE, DEL;10;CargayDescarga;Línea;2;10;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6940841100;40.4231942590
440985,4300000000;4475144,1700000000;18-08-2018;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;21;CargayDescarga;Línea;3;13;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19H. EXCEPTO CARGA Y DESCARGA;-3.6956911420;40.4248380750
440870,4100000000;4475251,7900000000;09-10-2020;01  CENTRO;01-04 JUSTICIA;FERNANDO VI, CALLE, DE;2;CargayDescarga;Línea;2;12,1;LABORABLES 8 A 14 H. EXCEPTO CARGA Y DESCARGA;-3.6970569010;40.4257999570
440462,3100000000;4475491,8300000000;15-04-2014;01  CENTRO;01-04 JUSTICIA;FUENCARRAL, CALLE, DE;98;CargayDescarga;Línea;5;24,77;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.7018899720;40.4279330790
441309,9100000000;4475217,2300000000;22-02-2000;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;28;CargayDescarga;Línea;3;21,5;LABORABLES DE LUNES A VIERNES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6918730080;40.4255193220
441106,1700000000;4475362,0100000000;19-10-2018;01  CENTRO;01-04 JUSTICIA;GENOVA, CALLE, DE;14;CargayDescarga;Línea;5;25,4;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6942880830;40.4268092220
440853,6000000000;4474923,2700000000;24-02-2010;01  CENTRO;01-04 JUSTICIA;GRAVINA, CALLE, DE;12;CargayDescarga;Línea;2;11,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6972246630;40.4228390260
440631,9300000000;4474841,8300000000;01-01-1900;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;33;CargayDescarga;Línea;5;23,5;LABORABLES DE 8 A 14 H. Y 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6998298450;40.4220898260
440714,7500000000;4474987,7000000000;22-02-2003;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;59;CargayDescarga;Línea;8;14,1;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6988672190;40.4234095770
440541,2200000000;4474679,4700000000;01-07-2010;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;7;CargayDescarga;Línea;3;16,3;LABORABLES DE 8 A 14 H. Y 16:30 A 19H. EXCEPTO CARGA Y DESCARGA;-3.7008839160;40.4206202470
440524,1100000000;4474643,1800000000;03-09-2014;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;3;CargayDescarga;Línea;3;16,7;DE 19 A 9 H. EXCEPTO CARGA Y DESCARGA;-3.7010822740;40.4202924000
440723,2600000000;4475004,7800000000;16-01-2018;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;61;CargayDescarga;Línea;1;7,2;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6987684410;40.4235637600
440573,0300000000;4474739,9700000000;17-12-2018;01  CENTRO;01-04 JUSTICIA;HORTALEZA, CALLE, DE;18;CargayDescarga;Línea;3;15;LABORABLES DE 8 A 14 H. Y DE 16:30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.7005145300;40.4211681090
440847,4800000000;4474616,7300000000;16-01-2018;01  CENTRO;01-04 JUSTICIA;INFANTAS, CALLE, DE LAS;27;CargayDescarga;Línea;1;5;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA ;-3.6972682080;40.4200769110
440868,1200000000;4474867,5300000000;24-02-2010;01  CENTRO;01-04 JUSTICIA;LIBERTAD, CALLE, DE LA;30;CargayDescarga;Línea;2;11,4;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6970482500;40.4223380890
